Area Type,Area Name (County Names),Period,Series Code,Industry Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change
Metropolitan Area,Merced MSA (Merced County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",3500,4700,1200,34.3
Metropolitan Area,Merced MSA (Merced County),2018-2028,50000000,Information,300,300,0,0.0
Metropolitan Area,Merced MSA (Merced County),2018-2028,55000000,Financial Activities,1800,1800,0,0.0
Metropolitan Area,Merced MSA (Merced County),2018-2028,60000000,Professional and Business Services,4300,5000,700,16.3
Metropolitan Area,Merced MSA (Merced County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",10300,12400,2100,20.4
Metropolitan Area,Merced MSA (Merced County),2018-2028,70000000,Leisure and Hospitality,5800,6500,700,12.1
Metropolitan Area,Merced MSA (Merced County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),1500,1500,0,0.0
Metropolitan Area,Merced MSA (Merced County),2018-2028,90000000,Government,18900,20100,1200,6.3
Metropolitan Area,Merced MSA (Merced County),2018-2028,90910000,Federal Government,700,900,200,28.6
Metropolitan Area,Merced MSA (Merced County),2018-2028,90940000,State and Local Government,18200,19200,1000,5.5
Metropolitan Area,Merced MSA (Merced County),2018-2028,90920000,State Government,3700,4500,800,21.6
Metropolitan Area,Merced MSA (Merced County),2018-2028,90921611,State Government Education,3100,4000,900,29.0
Metropolitan Area,Merced MSA (Merced County),2018-2028,90922000,State Government Excluding Education,600,500,-100,-16.7
Metropolitan Area,Merced MSA (Merced County),2018-2028,90930000,Local Government,14500,14700,200,1.4
Metropolitan Area,Merced MSA (Merced County),2018-2028,90932000,Local Government Excluding Education,4100,4200,100,2.4
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,000001,Total Employment,204700,221700,17000,8.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,006010,Self Employment,10900,11600,700,6.4
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,008010,Private Household Workers,200,300,100,50.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,11000000,Total Farm,14400,14400,0,0.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,0,Total Nonfarm,179200,195400,16200,9.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,15000000,"Mining, Logging, and Construction",10200,11400,1200,11.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,30000000,Manufacturing,21600,20100,-1500,-6.9
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,31000000,Durable Goods Manufacturing,5800,5800,0,0.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,32000000,Nondurable Goods Manufacturing,15800,14400,-1400,-8.9
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,32311000,Food Manufacturing,9700,7300,-2400,-24.7
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,40000000,"Trade, Transportation, and Utilities",37500,41600,4100,10.9
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,41000000,Wholesale Trade,6300,7000,700,11.1
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42000000,Retail Trade,23200,23500,300,1.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42445000,Food and Beverage Stores,4400,4700,300,6.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42448000,Clothing and Clothing Accessories Stores,2200,2100,-100,-4.5
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,42452000,General Merchandise Stores,4900,4900,0,0.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",8000,11100,3100,38.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,50000000,Information,1000,1200,200,20.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,55000000,Financial Activities,5300,5800,500,9.4
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,60000000,Professional and Business Services,15400,17900,2500,16.2
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,8100,9700,1600,19.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",33600,40300,6700,19.9
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65610000,Educational Services (Private),1500,1700,200,13.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,65620000,Health Care and Social Assistance,32100,38600,6500,20.2
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,70000000,Leisure and Hospitality,19300,21800,2500,13.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),5800,5900,100,1.7
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90000000,Government,29500,29500,0,0.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90910000,Federal Government,800,900,100,12.5
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90940000,State and Local Government,28700,28600,-100,-0.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90920000,State Government,2200,2200,0,0.0
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90921611,State Government Education,1900,2000,100,5.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90922000,State Government Excluding Education,300,200,-100,-33.3
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90930000,Local Government,26600,26400,-200,-0.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90931611,Local Government Education,17200,16200,-1000,-5.8
Metropolitan Area,Modesto MSA (Stanislaus County),2018-2028,90932000,Local Government Excluding Education,9300,10200,900,9.7
Metropolitan Area,Napa MSA (Napa County),2018-2028,000001,Total Employment,85900,94100,8200,9.5
Metropolitan Area,Napa MSA (Napa County),2018-2028,006010,Self Employment,6400,6800,400,6.3
Metropolitan Area,Napa MSA (Napa County),2018-2028,008010,Private Household Workers,200,100,-100,-50.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,11000000,Total Farm,5100,5400,300,5.9
Metropolitan Area,Napa MSA (Napa County),2018-2028,0,Total Nonfarm,74200,81800,7600,10.2
Metropolitan Area,Napa MSA (Napa County),2018-2028,15000000,"Mining, Logging, and Construction",4700,4800,100,2.1
Metropolitan Area,Napa MSA (Napa County),2018-2028,30000000,Manufacturing,13200,15500,2300,17.4
Metropolitan Area,Napa MSA (Napa County),2018-2028,32000000,Nondurable Goods Manufacturing,11700,13900,2200,18.8
Metropolitan Area,Napa MSA (Napa County),2018-2028,32312000,Beverage and Tobacco Product Manufacturing,11100,13100,2000,18.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,40000000,"Trade, Transportation, and Utilities",10200,10700,500,4.9
Metropolitan Area,Napa MSA (Napa County),2018-2028,41000000,Wholesale Trade,1800,1900,100,5.6
Metropolitan Area,Napa MSA (Napa County),2018-2028,42000000,Retail Trade,6300,6500,200,3.2
Metropolitan Area,Napa MSA (Napa County),2018-2028,43000000,"Transportation, Warehousing, and Utilities",2100,2300,200,9.5
Metropolitan Area,Napa MSA (Napa County),2018-2028,50000000,Information,400,300,-100,-25.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,55000000,Financial Activities,2200,2200,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,60000000,Professional and Business Services,7200,7700,500,6.9
Metropolitan Area,Napa MSA (Napa County),2018-2028,60560000,Administrative and Support and Waste Management and Remediation Services,4300,4700,400,9.3
Metropolitan Area,Napa MSA (Napa County),2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",10100,10900,800,7.9
Metropolitan Area,Napa MSA (Napa County),2018-2028,65620000,Health Care and Social Assistance,8500,8900,400,4.7
Metropolitan Area,Napa MSA (Napa County),2018-2028,70000000,Leisure and Hospitality,13500,16800,3300,24.4
Metropolitan Area,Napa MSA (Napa County),2018-2028,70720000,Accommodation and Food Services,12400,15600,3200,25.8
Metropolitan Area,Napa MSA (Napa County),2018-2028,70722000,Food Services and Drinking Places,7400,9100,1700,23.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,80000000,Other Services (excludes 814-Private Household Workers),2100,2400,300,14.3
Metropolitan Area,Napa MSA (Napa County),2018-2028,90000000,Government,10500,10500,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,90910000,Federal Government,200,200,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,90940000,State and Local Government,10300,10300,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,90920000,State Government,3600,3600,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,90930000,Local Government,6700,6700,0,0.0
Metropolitan Area,Napa MSA (Napa County),2018-2028,90931611,Local Government Education,4000,3900,-100,-2.5
Metropolitan Area,Napa MSA (Napa County),2018-2028,90932000,Local Government Excluding Education,2700,2800,100,3.7
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,000001,Total Employment,117660,122380,4720,4.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,006010,Self Employment,7290,7460,170,2.3
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,008010,Private Household Workers,160,150,-10,-6.3
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,11000000,Total Farm,3660,3770,110,3.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,0,Total Nonfarm,106550,111000,4450,4.2
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,10000000,Mining and Logging,820,810,-10,-1.2
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,20000000,Construction,4360,4670,310,7.1
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,30000000,Manufacturing,5170,5170,0,0.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,40000000,"Trade, Transportation, and Utilities",19650,19570,-80,-0.4
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,41000000,Wholesale Trade,2030,2030,0,0.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,42000000,Retail Trade,15180,14980,-200,-1.3
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,43000000,"Transportation, Warehousing, and Utilities",2440,2560,120,4.9
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,50000000,Information,800,740,-60,-7.5
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,55000000,Financial Activities,3410,3520,110,3.2
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,60000000,Professional and Business Services,5910,5950,40,0.7
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",20910,23620,2710,13.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,70000000,Leisure and Hospitality,12380,12770,390,3.2
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,80000000,Other Services (excludes 814-Private Household Workers),3470,3680,210,6.1
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,90000000,Government,29670,30500,830,2.8
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,90910000,Federal Government,1260,1240,-20,-1.6
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,90940000,State and Local Government,28410,29260,850,3.0
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,90920000,State Government,5710,5680,-30,-0.5
Consortium,"North Coast Region (Del Norte, Humboldt, Lake, and Mendocino Counties)",2018-2028,90930000,Local Government,22700,23580,880,3.9
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,000001,Total Employment,116320,121480,5160,4.4
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,006010,Self Employment,9040,9240,200,2.2
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,008010,Private Household Workers,120,150,30,25.0
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,11000000,Total Farm,9140,9650,510,5.6
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,0,Total Nonfarm,98020,102440,4420,4.5
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,15000000,"Mining, Logging, and Construction",5810,6430,620,10.7
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,30000000,Manufacturing,6790,7010,220,3.2
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,31000000,Durable Goods Manufacturing,4590,4720,130,2.8
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,32000000,Nondurable Goods Manufacturing,2200,2290,90,4.1
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,40000000,"Trade, Transportation, and Utilities",16790,17170,380,2.3
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,41000000,Wholesale Trade,1900,2020,120,6.3
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,42000000,Retail Trade,11120,11280,160,1.4
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,43000000,"Transportation, Warehousing, and Utilities",3770,3910,140,3.7
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,50000000,Information,740,710,-30,-4.1
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,55000000,Financial Activities,2660,2680,20,0.8
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,60000000,Professional and Business Services,5040,5360,320,6.3
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,65000000,"Educational Services (Private), Health Care, and Social Assistance",14280,15770,1490,10.4
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,70000000,Leisure and Hospitality,11470,11910,440,3.8
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,80000000,Other Services (excludes 814-Private Household Workers),3640,3840,200,5.5
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,90000000,Government,30810,31560,750,2.4
Consortium,"North Valley-Northern Mountains Region (Colusa, Glenn, Lassen, Modoc, Nevada, Plumas, Sierra, Siskiyou, Tehama, and Trinity Counties)",2018-2028,90910000,Federal Government,4160,3940,-220,-5.3
